headline,year,date,source,phrase,date_parsed,month,month_year,month_year_parsed
Proxmire Calls Press ‘Unfair’ to Nixon A Day After Linking Him to Watergate,1973,1973-05-09T05:00:00.000000000,NYT,nixon,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Ziegler Says Nixon Na Longer Advises Watergate Prosecutors to Refuse Immunity,1973,1973-05-09T05:00:00.000000000,NYT,nixon,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
"Nixon's Global Role Intact, British Say: Nixon Said To Retain Global Role",1973,1973-05-09 00:00:00,WaPo,nixon,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Nixon Asked Data Withheld: Nixon Tried to Withhold Information on Ellsberg Break-in,1973,1973-05-09 00:00:00,WaPo,nixon,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Ziegler Says Nixon Is Busily at Work--Despite Furore,1973,1973-05-09T00:00:00.000000000,LAT,nixon,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Muskie Says Watergate Makes ’76 Race Possible,1973,1973-05-09T05:00:00.000000000,NYT,watergate,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Text of McCord Memo Charging Plot to Blame C.I.A. for Watergate Operation,1973,1973-05-09T05:00:00.000000000,NYT,watergate,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Ziegler Says Nixon Na Longer Advises Watergate Prosecutors to Refuse Immunity,1973,1973-05-09T05:00:00.000000000,NYT,watergate,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Agnew Says Post's Watergate Stories Broke Propriety,1973,1973-05-09 00:00:00,WaPo,watergate,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Lester Maddox Wants Watergate Prosecutor's Job,1973,1973-05-09T00:00:00.000000000,LAT,watergate,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
The Watergate Theater Goes On as the Presidential Pillars Crack Around It,1973,1973-05-09T00:00:00.000000000,LAT,watergate,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Chinese Keep Silent on Watergate Scandal: Peking Apparently Can See No Benefit in Informing People of Nixon's Difficulties,1973,1973-05-09T00:00:00.000000000,LAT,watergate,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
White House Requests Action To Return Dean's Documents,1973,1973-05-09 00:00:00,WaPo,house,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
White House Wants Papers Dean Took,1973,1973-05-09T00:00:00.000000000,LAT,house,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Muskie Says Watergate Makes ’76 Race Possible,1973,1973-05-09T05:00:00.000000000,NYT,says,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Ziegler Says Nixon Na Longer Advises Watergate Prosecutors to Refuse Immunity,1973,1973-05-09T05:00:00.000000000,NYT,says,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Agnew Says Post's Watergate Stories Broke Propriety,1973,1973-05-09 00:00:00,WaPo,says,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Ziegler Says Nixon Is Busily at Work--Despite Furore,1973,1973-05-09T00:00:00.000000000,LAT,says,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN CLASHES WITH RICHARDSON: SAYS CONGRESS MAY PICK OWN PROSECUTOR,1973,1973-05-09T00:00:00.000000000,LAT,says,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
ASK COURT ORDER,1973,1973-05-09T05:00:00.000000000,NYT,court,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
"Watergate Panel to Subpoena Dean, May Grant Him Immunity",1973,1973-05-09T00:00:00.000000000,LAT,panel,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
White House Wants Papers Dean Took,1973,1973-05-09T00:00:00.000000000,LAT,dean,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN CLASHES WITH RICHARDSON: SAYS CONGRESS MAY PICK OWN PROSECUTOR,1973,1973-05-09T00:00:00.000000000,LAT,congress,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
NIXON AIDE DEFENDS EXECUTIVE PRIVILEGE,1973,1973-05-09T05:00:00.000000000,NYT,aide,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
One Scandal Always,1973,1973-05-09T05:00:00.000000000,NYT,scandal,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
COLSON PLAYED ROLE IN TYDINGS DEFEAT,1973,1973-05-09T05:00:00.000000000,NYT,role,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
"Nixon's Global Role Intact, British Say: Nixon Said To Retain Global Role",1973,1973-05-09 00:00:00,WaPo,role,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Proxmire Calls Press ‘Unfair’ to Nixon A Day After Linking Him to Watergate,1973,1973-05-09T05:00:00.000000000,NYT,press,1973-05-09T04:00Z,5,May 1973,1973-05-01T04:00Z
Ziegler Says Reports That Nixon Tried to Block Ellsberg Data Are Unfounded,1973,1973-05-10T05:00:00.000000000,NYT,nixon,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Excerpts From Nixon Speech to G.O.P.,1973,1973-05-10T05:00:00.000000000,NYT,nixon,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Seen Driving Down Nixon Popularity to Old Low,1973,1973-05-10 00:00:00,WaPo,nixon,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
CIA Chief Going to Pentagon; Connally to Be Nixon Adviser: 'Super-Cabinet' Idea Dropped by President,1973,1973-05-10T00:00:00.000000000,LAT,nixon,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Says He Won't Inform Nixon on Watergate,1973,1973-05-10T00:00:00.000000000,LAT,nixon,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
A Watergate Casualty,1973,1973-05-10T05:00:00.000000000,NYT,watergate,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Pele Overshadows Watergate in Brazil,1973,1973-05-10 00:00:00,WaPo,watergate,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Guard Who 'Broke' Watergate Cashes In,1973,1973-05-10 00:00:00,WaPo,watergate,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Ziegler Says Reports That Nixon Tried to Block Ellsberg Data Are Unfounded,1973,1973-05-10T05:00:00.000000000,NYT,says,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Nixon Says Aides Will Get To Bottom of the Scandal,1973,1973-05-10T05:00:00.000000000,NYT,says,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Says He Won't Inform Nixon on Watergate,1973,1973-05-10T00:00:00.000000000,LAT,says,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Case Newsmen Hailed by Justice Stewart,1973,1973-05-10T05:00:00.000000000,NYT,case,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Chance of Ellsberg Acquittal Indicated: Case Could End Today Without Theft Evidence,1973,1973-05-10T00:00:00.000000000,LAT,case,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
List of Initial Witnesses For Senate Committee,1973,1973-05-10T05:00:00.000000000,NYT,senate,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Senate Committee Lists 20 Witnesses: Senate Committee Lists Prospective Witnesses,1973,1973-05-10 00:00:00,WaPo,senate,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
U.S. Aides File Affidavits With Ellsberg Trial Judge,1973,1973-05-10T05:00:00.000000000,NYT,trial,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Dominates GOP Governors' Talk,1973,1973-05-10 00:00:00,WaPo,gop,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Gallup Poll Hints Scandal Dims G.O.P.'s ‘74 Outlook,1973,1973-05-10T05:00:00.000000000,NYT,scandal,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
ELECTION FUNDING BY PUBLIC URGED,1973,1973-05-10T05:00:00.000000000,NYT,public,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Nixon Says Aides Will Get To Bottom of the Scandal,1973,1973-05-10T05:00:00.000000000,NYT,aides,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
U.S. Aides File Affidavits With Ellsberg Trial Judge,1973,1973-05-10T05:00:00.000000000,NYT,aides,1973-05-10T04:00Z,5,May 1973,1973-05-01T04:00Z
Krogh Threat to ‘Destroy’ Foes of Nixon Is Reported,1973,1973-05-11T05:00:00.000000000,NYT,nixon,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Connally on Nixon Staff: CIA Chief Named Defense Secretary,1973,1973-05-11 00:00:00,WaPo,nixon,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Krogh's 1969 Vow: 'Destroy' Nixon Foes,1973,1973-05-11 00:00:00,WaPo,nixon,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Pledges No 'Going Easy' In Watergate Probe,1973,1973-05-11 00:00:00,WaPo,watergate,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
The President's Watergate 'Confession',1973,1973-05-11 00:00:00,WaPo,watergate,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
McCord Links Mitchell to Records of Watergate Wiretaps,1973,1973-05-11 00:00:00,WaPo,watergate,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Fulbright Says Watergate Bursts 'The Boil' of President's Powers,1973,1973-05-11 00:00:00,WaPo,watergate,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
"The Watergate Affair Was War, Not Politics",1973,1973-05-11 00:00:00,WaPo,watergate,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Dixon: Watergate Will Help Nixon,1973,1973-05-11T00:00:00.000000000,LAT,watergate,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Letters to The Times: The Watergate Scandal aud the Presidency,1973,1973-05-11T00:00:00.000000000,LAT,watergate,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Cuban Says He and Two Others Broke Into Psychiatrist's Office,1973,1973-05-11T05:00:00.000000000,NYT,says,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Fulbright Says Watergate Bursts 'The Boil' of President's Powers,1973,1973-05-11 00:00:00,WaPo,says,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Dean Charges Efforts to Prevent Testimony About White House,1973,1973-05-11T05:00:00.000000000,NYT,white,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Aide in Campaign Tells of Warnings,1973,1973-05-11 00:00:00,WaPo,campaign,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Grand Jury Opens Inquiry On Theft of Mexican Funds,1973,1973-05-11T05:00:00.000000000,NYT,inquiry,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Dean Claims Plot to Limit Disclosures: Dean Sees Plot On Testimony,1973,1973-05-11 00:00:00,WaPo,dean,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
"Even With Watergate, GOP Asks: Who in '76?",1973,1973-05-11T00:00:00.000000000,LAT,gop,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Governors in GOP Divided on Watergate,1973,1973-05-11T00:00:00.000000000,LAT,gop,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Nader Believes Scandal Will Spur Election Reform,1973,1973-05-11T05:00:00.000000000,NYT,scandal,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Letters to The Times: The Watergate Scandal aud the Presidency,1973,1973-05-11T00:00:00.000000000,LAT,scandal,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
McCord Links Mitchell to Records of Watergate Wiretaps,1973,1973-05-11 00:00:00,WaPo,mitchell,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Energy Crisis: The Coming Public Rage,1973,1973-05-11 00:00:00,WaPo,public,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Grand Jury Opens Inquiry On Theft of Mexican Funds,1973,1973-05-11T05:00:00.000000000,NYT,jury,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Grand Jury Probes Gift In Campaign,1973,1973-05-11 00:00:00,WaPo,jury,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
"Photos Made of Doctor Records, Man Claims: Cuban Exile's Account of Break-in Differs From Grand Jury Testimony Given by Hunt",1973,1973-05-11T00:00:00.000000000,LAT,jury,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Nader Believes Scandal Will Spur Election Reform,1973,1973-05-11T05:00:00.000000000,NYT,election,1973-05-11T04:00Z,5,May 1973,1973-05-01T04:00Z
Gray Tells Probers He Alerted Nixon About Aides in '72: Gray Says He Alerted Nixon About Aides' Actions in '72,1973,1973-05-12 00:00:00,WaPo,nixon,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
"Gray Reportedly Warned Nixon on Aides in July, '72",1973,1973-05-12T00:00:00.000000000,LAT,nixon,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Trims Watergate List; Some on It Shun Prosecutor Role,1973,1973-05-12 00:00:00,WaPo,watergate,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Bug Files Loss Laid To Aides: White House Cited in File Destruction,1973,1973-05-12 00:00:00,WaPo,house,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Cushman Says Helms ‘Assented’ to C.I.A. Aid to Hunt for Break‐In on Coast,1973,1973-05-12T05:00:00.000000000,NYT,says,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Gray Tells Probers He Alerted Nixon About Aides in '72: Gray Says He Alerted Nixon About Aides' Actions in '72,1973,1973-05-12 00:00:00,WaPo,says,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
CIA Official Felt Aide Spoke for Nixon: Cushman Says He Assumed Ehrlichman Spoke for Nixon,1973,1973-05-12 00:00:00,WaPo,says,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Bug Files Loss Laid To Aides: White House Cited in File Destruction,1973,1973-05-12 00:00:00,WaPo,white,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Bug Files Loss Laid To Aides: White House Cited in File Destruction,1973,1973-05-12 00:00:00,WaPo,white house,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Ellsberg Trial Gave Insight on Intrusion of Executive Branch Into Judicial Process,1973,1973-05-12T05:00:00.000000000,NYT,trial,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
CIA Official Felt Aide Spoke for Nixon: Cushman Says He Assumed Ehrlichman Spoke for Nixon,1973,1973-05-12 00:00:00,WaPo,aide,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Trims Watergate List; Some on It Shun Prosecutor Role,1973,1973-05-12 00:00:00,WaPo,prosecutor,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
McCord Felt Mitchell Made Bugging Legal,1973,1973-05-12 00:00:00,WaPo,mitchell,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
NIXON TOLD OF AIDES' ROLE IN '72---GRAY: EX-ACTING DIRECTOR OF FBI GIVES TESTIMONY TO SENATE,1973,1973-05-12T00:00:00.000000000,LAT,role,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
Gray Tells Probers He Alerted Nixon About Aides in '72: Gray Says He Alerted Nixon About Aides' Actions in '72,1973,1973-05-12 00:00:00,WaPo,aides,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
"Gray Reportedly Warned Nixon on Aides in July, '72",1973,1973-05-12T00:00:00.000000000,LAT,aides,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
CIA Official Felt Aide Spoke for Nixon: Cushman Says He Assumed Ehrlichman Spoke for Nixon,1973,1973-05-12 00:00:00,WaPo,ehrlichman,1973-05-12T04:00Z,5,May 1973,1973-05-01T04:00Z
F.B.I. Watch on Nixon Aides Said to Be ‘Sham’,1973,1973-05-13T05:00:00.000000000,NYT,nixon,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Study Set To Avert Scandals: Nixon to Ask Joint Approval From Congress,1973,1973-05-13 00:00:00,WaPo,nixon,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
An Unmarked Car Watergate Break?,1973,1973-05-13 00:00:00,WaPo,watergate,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
"The Curious Case of the Watergate Guard: ""If they knock me off, they knock me off,"" says the guard who called the cops on the Watergate bugging team. Life is different now -- for them and him.",1973,1973-05-13 00:00:00,WaPo,watergate,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Test Seen On Policy Overseas: Paris Peace Talks to Test Impact of Watergate on U.S. Policy,1973,1973-05-13 00:00:00,WaPo,watergate,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Reveals Gamy Election Money: Watergate Bares Gamy Aspects of Election Financing,1973,1973-05-13 00:00:00,WaPo,watergate,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Getting a Line on Watergate News Leaks,1973,1973-05-13T00:00:00.000000000,LAT,watergate,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
"The Curious Case of the Watergate Guard: ""If they knock me off, they knock me off,"" says the guard who called the cops on the Watergate bugging team. Life is different now -- for them and him.",1973,1973-05-13 00:00:00,WaPo,says,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
"The Curious Case of the Watergate Guard: ""If they knock me off, they knock me off,"" says the guard who called the cops on the Watergate bugging team. Life is different now -- for them and him.",1973,1973-05-13 00:00:00,WaPo,case,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
‘ the Senate is determined to recover some of its powers’,1973,1973-05-13T05:00:00.000000000,NYT,senate,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
NIXON DUE TO SEEK PANEL TO PROPOSE ELECTION REFORM,1973,1973-05-13T05:00:00.000000000,NYT,panel,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
2 Defendants Say Trial Told ‘Painful Truth’,1973,1973-05-13T05:00:00.000000000,NYT,trial,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
A Formula for Reform of the Political Process,1973,1973-05-13T00:00:00.000000000,LAT,political,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Reagan: GOP Isn't Hurt by Watergate,1973,1973-05-13 00:00:00,WaPo,gop,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Late TV Listings,1973,1973-05-13T05:00:00.000000000,NYT,tv,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Public TV awaits congressional hearing,1973,1973-05-13 00:00:00,WaPo,tv,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
COURT BARS ROLE OF LAWYER IN CASE,1973,1973-05-13T05:00:00.000000000,NYT,role,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
THE WASHINGTON SCENE: FEDERAL ROLE IN HOUSING UNCERTAIN,1973,1973-05-13T00:00:00.000000000,LAT,role,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
F.B.I. Watch on Nixon Aides Said to Be ‘Sham’,1973,1973-05-13T05:00:00.000000000,NYT,aides,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
NIXON DUE TO SEEK PANEL TO PROPOSE ELECTION REFORM,1973,1973-05-13T05:00:00.000000000,NYT,election,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Reveals Gamy Election Money: Watergate Bares Gamy Aspects of Election Financing,1973,1973-05-13 00:00:00,WaPo,election,1973-05-13T04:00Z,5,May 1973,1973-05-01T04:00Z
Panel May Ask Nixon 'His Side': Panel May Ask Nixon to 'State Case',1973,1973-05-14 00:00:00,WaPo,nixon,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
FBI Officials Warned Gray Of Cover-up: Aides Warned Gray Of Watergate Cover-up,1973,1973-05-14 00:00:00,WaPo,watergate,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
L. A. Attorney on Final List to Head Watergate Probe: Richardson Hopes to Make Choice Tuesday,1973,1973-05-14T00:00:00.000000000,LAT,watergate,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Judge Snubs White House Demand for Watergate Papers,1973,1973-05-14T00:00:00.000000000,LAT,watergate,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Treasury Official Tied to Watergate Takes Special Leave,1973,1973-05-14T00:00:00.000000000,LAT,watergate,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
The Nation: The Crowded Blotter of Watergate Suspects: A Checklist of the Charges,1973,1973-05-14T00:00:00.000000000,Time,watergate,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Time Essay: The Good Uses of the Watergate Affair,1973,1973-05-14T00:00:00.000000000,Time,watergate,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Judge Snubs White House Demand for Watergate Papers,1973,1973-05-14T00:00:00.000000000,LAT,house,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Butz Says Senator Ervin Uses Inquiry for Publicity,1973,1973-05-14T05:00:00.000000000,NYT,says,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
The Nation: What the President Had to Say Before,1973,1973-05-14T00:00:00.000000000,Time,president,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Judge Snubs White House Demand for Watergate Papers,1973,1973-05-14T00:00:00.000000000,LAT,white,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Judge Snubs White House Demand for Watergate Papers,1973,1973-05-14T00:00:00.000000000,LAT,white house,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
2 G.O.P. Legislators Back Panel on Campaign Reform,1973,1973-05-14T05:00:00.000000000,NYT,campaign,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
2 G.O.P. Legislators Back Panel on Campaign Reform,1973,1973-05-14T05:00:00.000000000,NYT,panel,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Panel May Ask Nixon 'His Side': Panel May Ask Nixon to 'State Case',1973,1973-05-14 00:00:00,WaPo,panel,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Butz Says Senator Ervin Uses Inquiry for Publicity,1973,1973-05-14T05:00:00.000000000,NYT,inquiry,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
4 Species of Political Columnist,1973,1973-05-14T05:00:00.000000000,NYT,political,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Secretary Butz Assails Ervin Probe of Bugging,1973,1973-05-14 00:00:00,WaPo,probe,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Martha Mitchell Terms Report of Week in Hospital ‘Nonsense’,1973,1973-05-14T05:00:00.000000000,NYT,report,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Martha Mitchell Terms Report of Week in Hospital ‘Nonsense’,1973,1973-05-14T05:00:00.000000000,NYT,mitchell,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
NIXON URGED TO MEET THE PRESS ON WATERGATE,1973,1973-05-14T00:00:00.000000000,LAT,press,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
FBI Officials Warned Gray Of Cover-up: Aides Warned Gray Of Watergate Cover-up,1973,1973-05-14 00:00:00,WaPo,aides,1973-05-14T04:00Z,5,May 1973,1973-05-01T04:00Z
Magruder Said in january That Nixon Helped Run Campaign Until After Waterga,1973,1973-05-15T05:00:00.000000000,NYT,nixon,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
2 Nixon Aides Suggested a Prosecutor,1973,1973-05-15T05:00:00.000000000,NYT,nixon,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
WHITE HOUSE DENIES NIXON FUND ARTICLE,1973,1973-05-15T05:00:00.000000000,NYT,nixon,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
Advertising : Watergate Aspects,1973,1973-05-15T05:00:00.000000000,NYT,watergate,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
A Watergate 'Warren Commision',1973,1973-05-15T05:00:00.000000000,NYT,watergate,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
Dean Gives Documents On Watergate to Judge: Dean Gives Judge Sirica Documents on Watergate,1973,1973-05-15 00:00:00,WaPo,watergate,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
L.A. Man Likely to Be Prosecutor in Watergate Case,1973,1973-05-15T00:00:00.000000000,LAT,watergate,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
'FED UP' WITH FURORE: REAGAN BANS WATERGATE TALK,1973,1973-05-15T00:00:00.000000000,LAT,watergate,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
WHITE HOUSE DENIES NIXON FUND ARTICLE,1973,1973-05-15T05:00:00.000000000,NYT,house,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
Senate to Ask Immunity for Dean and GOP 'Handyman': Aide Who Hid White House Files Identified,1973,1973-05-15T00:00:00.000000000,LAT,house,1973-05-15T04:00Z,5,May 1973,1973-05-01T04:00Z
